entity_type	entity	needs_review	description_source	description_words	empty_description
DISEASE	atrial septal defect 8	0	MONDO	19	0
DISEASE	atrial septal defect 9	0	MONDO	19	0
DISEASE	atrial tachycardia	1	standard	37	0
DISEASE	atrioventricular reentrant tachycardia	1	standard	59	0
DISEASE	atropa belladonna poisoning	0	corrected_overlay	9	0
DISEASE	atrophic rhinitis	1	standard	40	0
DISEASE	atrophic vulva	0	standard	16	0
DISEASE	attention deficit hyperactivity disorder	1	standard	70	0
DISEASE	attention deficit hyperactivity disorder (adhd)	1	alias_disease	67	0
DISEASE	attention deficit hyperactivity disorder, inattentive type	1	standard	31	0
DISEASE	attention deficit-hyperactivity disorder	1	standard	70	0
DISEASE	attrv122i amyloidosis	1	standard	20	0
DISEASE	atypical depressive disorder	1	standard	49	0
DISEASE	atypical hemolytic uremic syndrome	1	standard	44	0
DISEASE	atypical hemolytic-uremic syndrome	1	standard	44	0
DISEASE	autism	1	standard	49	0
DISEASE	autism spectrum disorder (asd)	0	alias_disease	22	0
DISEASE	autism, susceptibility to, 3	1	MedGen	176	0
DISEASE	autism, susceptibility to, 8	1	MedGen	158	0
DISEASE	autism, susceptibility to, x-linked 1	1	MedGen	158	0
DISEASE	autism, susceptibility to, x-linked 2	1	MedGen	159	0
DISEASE	autism, susceptibility to, x-linked 3	1	MedGen	185	0
DISEASE	autoimmune disease	1	standard	24	0
DISEASE	autoimmune disease, susceptibility to, 1	0	MONDO	17	0
DISEASE	autoimmune disease, susceptibility to, 6	0	MONDO	17	0
DISEASE	autoimmune hemolytic anemia	1	standard	19	0
DISEASE	autoimmune hepatitis	1	standard	14	0
DISEASE	autoimmune lymphoproliferative syndrome type 1	1	MedGen	15	0
DISEASE	autoimmune lymphoproliferative syndrome type 2b	0	MONDO	25	0
DISEASE	autoimmune neutropenia	0	standard	9	0
DISEASE	autoimmune polyendocrine syndrome type 1	0	MONDO	30	0
DISEASE	autoimmune pulmonary alveolar proteinosis	1	standard	29	0
DISEASE	autoimmune thrombocytopenia	1	standard	49	0
DISEASE	autoimmune thrombocytopenic purpura	1	standard	49	0
DISEASE	autoimmune thyroid disease, susceptibility to, 1	1	MONDO	17	0
DISEASE	autoimmune thyroid disease, susceptibility to, 2	1	MedGen	21	0
DISEASE	autoimmune thyroid disease, susceptibility to, 3	0	MONDO	9	0
DISEASE	autoimmune thyroid disease, susceptibility to, 4	1	MedGen	14	0
DISEASE	autoimmune thyroiditis	1	standard	47	0
DISEASE	autonomic neuropathy	1	standard	40	0
DISEASE	autosomal dominant alport syndrome	0	MONDO	97	0
DISEASE	autosomal dominant centronuclear myopathy	0	MONDO	20	0
DISEASE	autosomal dominant distal renal tubular acidosis	0	MONDO	40	0
DISEASE	autosomal dominant familial periodic fever	1	modified_disease	42	0
DISEASE	autosomal dominant ichthyosis vulgaris	1	MedGen	52	0
DISEASE	autosomal dominant keratitis	0	MONDO	16	0
DISEASE	autosomal dominant parkinson disease 1	1	MedGen	65	0
DISEASE	autosomal dominant parkinson disease 4	0	MONDO	20	0
DISEASE	autosomal dominant parkinson disease 8	0	MONDO	17	0
DISEASE	autosomal dominant polycystic kidney disease	1	standard	7	0
DISEASE	autosomal dominant popliteal pterygium syndrome	0	MONDO	30	0
DISEASE	autosomal dominant progressive nephropathy with hypertension	0	Orphanet	41	0
DISEASE	autosomal dominant pseudohypoaldosteronism type 1	1	MedGen	124	0
DISEASE	autosomal dominant sideroblastic anemia	1	MedGen	83	0
DISEASE	autosomal dominant vitreoretinochoroidopathy	0	MONDO	42	0
DISEASE	autosomal recessive agammaglobulinemia 1	1	MedGen	244	0
DISEASE	autosomal recessive alport syndrome	0	MONDO	118	0
DISEASE	autosomal recessive bestrophinopathy	0	MONDO	33	0
DISEASE	autosomal recessive congenital ichthyosis 2	1	MedGen	347	0
DISEASE	autosomal recessive early-onset parkinson disease 7	0	MONDO	17	0
DISEASE	autosomal recessive familial mediterranean fever	0	MONDO	7	0
DISEASE	autosomal recessive inherited pseudoxanthoma elasticum	0	MONDO	6	0
DISEASE	autosomal recessive juvenile parkinson disease 2	1	MedGen	85	0
DISEASE	autosomal recessive omodysplasia	0	MONDO	5	0
DISEASE	autosomal recessive osteopetrosis	1	standard	68	0
DISEASE	autosomal recessive parkinson disease 14	0	MONDO	25	0
DISEASE	autosomal recessive proximal renal tubular acidosis	0	MONDO	46	0
DISEASE	autosomal recessive robinow syndrome	0	MONDO	30	0
DISEASE	autosomal recessive spinocerebellar ataxia 7	0	MONDO	117	0
DISEASE	avascular necrosis of femoral head, primary, 1	1	MONDO	18	0
DISEASE	avitaminosis	1	standard	15	0
DISEASE	axial spondyloarthritis	0	standard	65	0
DISEASE	b-cell acute lymphoblastic leukemia	1	modified_disease	42	0
DISEASE	b-cell chronic lymphocytic leukemia	1	modified_disease	30	0
DISEASE	b-cell neoplasm	1	standard	19	0
DISEASE	b-cell non-hodgkin's lymphoma	1	standard	33	0
DISEASE	b-cell precursor acute lymphocytic leukemia (all)	0	modified_disease	27	0
DISEASE	back pain	1	standard	18	0
DISEASE	backache	1	standard	18	0
DISEASE	bacterial arthritis	1	standard	10	0
DISEASE	bacterial blepharitis	1	modified_disease	13	0
DISEASE	bacterial conjunctivitis	1	modified_disease	34	0
DISEASE	bacterial endocarditis	1	modified_disease	28	0
DISEASE	bacterial gastroenteritis	0	modified_disease	22	0
DISEASE	bacterial infections	0	standard	6	0
DISEASE	bacterial infections of root canal	0	corrected_overlay	29	0
DISEASE	bacterial infectious disease	1	standard	23	0
DISEASE	bacterial meningitis	1	modified_disease	52	0
DISEASE	bacterial or protozoal diarrhea	0	corrected_overlay	15	0
DISEASE	bacterial or protozoal enteritis	0	corrected_overlay	15	0
DISEASE	bacterial osteomyelitis	1	modified_disease	43	0
DISEASE	bacterial otitis	1	modified_disease	24	0
DISEASE	bacterial pharyngitis	1	modified_disease	18	0
DISEASE	bacterial pneumonia	1	modified_disease	28	0
DISEASE	bacterial prostatitis	1	modified_disease	28	0
DISEASE	bacterial respiratory tract infections	1	modified_disease	23	0
DISEASE	bacterial sepsis	1	modified_disease	18	0
DISEASE	bacterial sexually transmitted infection postexposure prophylaxis	1	curated_indication_definition	32	0
DISEASE	bacterial sinusitis	1	modified_disease	20	0
DISEASE	bacterial skin infections	0	corrected_overlay	27	0
DISEASE	bacterial tonsillitis	1	modified_disease	26	0
DISEASE	bacterial urethritis	1	modified_disease	10	0
DISEASE	bacterial urinary tract infection	1	modified_disease	44	0
DISEASE	bacterial urinary tract infections	1	modified_disease	20	0
DISEASE	bacterial vaginosis	1	modified_disease	44	0
DISEASE	bacteriemia	0	corrected_overlay	21	0
DISEASE	bacteriuria	1	standard	41	0
DISEASE	bacteroides infectious disease	0	standard	7	0
DISEASE	bardet-biedl syndrome	1	standard	36	0
DISEASE	bardet-biedl syndrome 1	0	MONDO	17	0
DISEASE	barrett's esophagus	1	standard	62	0
DISEASE	barretts esophagus with high grade dysplasia	1	modified_disease	41	0
DISEASE	bart-pumphrey syndrome	1	MONDO	13	0
DISEASE	barth syndrome	1	MedGen	393	0
DISEASE	bartholinitis	1	standard	17	0
DISEASE	bartonellosis	1	standard	50	0
DISEASE	bartter disease type 1	1	MONDO	15	0
DISEASE	bartter disease type 3	0	MONDO	43	0
DISEASE	bartter disease type 4a	0	MONDO	17	0
DISEASE	basal cell carcinoma	1	standard	70	0
DISEASE	basal cell carcinoma, susceptibility to, 1	1	MONDO	17	0
DISEASE	basal cell nevus syndrome 1	1	MedGen	79	0
DISEASE	basal ganglia diseases	0	standard	45	0
DISEASE	basal ganglia disorder	1	standard	45	0
DISEASE	batten-turner congenital myopathy	1	MedGen	128	0
DISEASE	bcr-jak2 fusion in hematologic malignancies	1	modified_disease	45	0
DISEASE	beach ear	0	standard	55	0
DISEASE	becker muscular dystrophy	1	MedGen	272	0
DISEASE	beckwith-wiedemann syndrome	0	MONDO	15	0
DISEASE	bedwetting	1	standard	17	0
DISEASE	behcet disease	1	standard	50	0
DISEASE	bejel	1	standard	7	0
DISEASE	benign breast disease	1	standard	14	0
DISEASE	benign intracranial hypertension	1	standard	61	0
DISEASE	benign neonatal seizures	1	modified_disease	57	0
DISEASE	benign neoplasm of adrenal gland	1	standard	8	0
DISEASE	benign partial epilepsy of infancy with complex partial seizures	0	standard	64	0
DISEASE	benign prostatic hyperplasia	1	standard	40	0
DISEASE	benign recurrent intrahepatic cholestasis type 1	1	MedGen	109	0
DISEASE	benign stomach ulcer	0	corrected_overlay	26	0
DISEASE	benign thyroid gland neoplasm	1	standard	8	0
DISEASE	benzodiazepine intoxication	1	standard	12	0
DISEASE	benzodiazepine overdose	1	standard	15	0
DISEASE	beriberi	1	standard	51	0
DISEASE	bernard-soulier syndrome	0	MONDO	22	0
DISEASE	berry aneurysm, cirrhosis, pulmonary emphysema, and cerebral calcification	1	NCI Thesaurus	23	0
DISEASE	berylliosis	1	standard	50	0
DISEASE	beta thalassemia	1	standard	55	0
DISEASE	beta-mannosidosis	0	MONDO	26	0
DISEASE	beta-thalassemia	0	standard	55	0
DISEASE	beta-thalassemia intermedia	1	standard	22	0
DISEASE	beta-ureidopropionase deficiency	0	MONDO	36	0
DISEASE	bilateral tonic-clonic seizure	1	modified_disease	26	0
DISEASE	bilateral tonic-clonic seizure with focal onset	1	modified_disease	14	0
DISEASE	biliary colic	0	standard	6	0
DISEASE	biliary fistula	1	standard	16	0
DISEASE	biliary tract cancer	1	standard	14	0
DISEASE	biliary tract diseases	0	standard	15	0
DISEASE	binge eating	0	standard	19	0
DISEASE	binge eating disorder	1	standard	90	0
DISEASE	biotinidase deficiency	0	MONDO	31	0
DISEASE	bipolar depression	1	standard	21	0
DISEASE	bipolar disorder	1	standard	21	0
DISEASE	bipolar i disorder	1	standard	14	0
DISEASE	bipolar ii disorder	1	standard	33	0
DISEASE	birk-barel syndrome	0	MONDO	65	0
DISEASE	birt-hogg-dube syndrome 1	0	MONDO	18	0
DISEASE	bismuth poisoning	0	corrected_overlay	8	0
DISEASE	black widow spider bites	1	standard	15	0
DISEASE	blackhead disease	0	corrected_overlay	14	0
DISEASE	bladder cancer	1	standard	7	0
DISEASE	bladder carcinoma in situ	1	standard	76	0
DISEASE	bladder stones	0	standard	14	0
DISEASE	bladder transitional cell carcinoma	1	standard	48	0
DISEASE	blast crisis	1	standard	31	0
DISEASE	blast phase	1	standard	31	0
DISEASE	blastic plasmacytoid dendritic cell neoplasm (bpdcn)	1	alias_disease	36	0
DISEASE	blastomycosis	1	standard	61	0
DISEASE	bleeding episodes	1	standard	31	0
DISEASE	bleeding gastric ulcer	1	standard	22	0
DISEASE	blepharitis	1	standard	4	0
DISEASE	blepharoconjunctivitis	1	standard	8	0
DISEASE	blepharophimosis, ptosis, and epicanthus inversus syndrome	0	MONDO	34	0
DISEASE	blepharospasm	1	standard	11	0
DISEASE	blepharospasm, benign essential, susceptibility to	1	HPO	20	0
DISEASE	blind loop syndrome	1	standard	58	0
DISEASE	blindness	1	standard	39	0
DISEASE	blistering disorders	1	standard	25	0
DISEASE	bloating	1	standard	20	0
DISEASE	blood coagulation disease	1	standard	19	0
DISEASE	blood preservative	0	corrected_overlay	24	0
DISEASE	bloody diarrhea	0	standard	6	0
DISEASE	bloom syndrome	0	MONDO	34	0
DISEASE	blue color blindness	0	MONDO	17	0
DISEASE	blue rubber bleb nevus syndrome	1	standard	25	0
DISEASE	bmah	0	standard	53	0
DISEASE	bnar syndrome	0	MONDO	63	0
DISEASE	bone and joint infections	1	standard	35	0
DISEASE	bone disorder	0	standard	9	0
DISEASE	bone fracture	0	standard	15	0
DISEASE	bone fractures	0	standard	3	0
DISEASE	bone giant cell tumor	1	standard	50	0
DISEASE	bone osteosarcoma	0	MONDO	47	0
DISEASE	bone paget disease	1	standard	28	0
DISEASE	bone pain	1	standard	16	0
DISEASE	bone resorption	0	standard	6	0
DISEASE	bone sarcoma	1	standard	13	0
DISEASE	bonnemann-meinecke-reich syndrome	0	MONDO	87	0
DISEASE	borrelia infectious disease	0	standard	7	0
DISEASE	bothnia retinal dystrophy	0	MONDO	60	0
DISEASE	botulism	1	standard	61	0
DISEASE	boutonneuse fever	1	standard	18	0
DISEASE	bowel dysfunction	0	standard	21	0
DISEASE	bowel incontinence	1	standard	15	0
DISEASE	bowel urgency	0	standard	9	0
DISEASE	bowenoid actinic keratosis	0	standard	13	0
DISEASE	bowenoid papulosis	1	standard	39	0
DISEASE	brachydactyly-arterial hypertension syndrome	1	MedGen	49	0
DISEASE	brachydactyly-syndactyly syndrome	0	MONDO	48	0
DISEASE	bradycardia	1	standard	31	0
DISEASE	bradycardias related to vagal hyper reflectivity	0	corrected_overlay	24	0
DISEASE	braf v600e mutation-positive metastatic colorectal cancer	1	modified_disease	20	0
DISEASE	braf v600e-mutant metastatic colorectal cancer	1	modified_disease	19	0
DISEASE	brain abscess	1	standard	83	0
DISEASE	brain cancer	1	standard	66	0
DISEASE	brain edema	1	standard	77	0
DISEASE	brain injury	1	standard	57	0
DISEASE	brain ischemia	1	standard	32	0
DISEASE	brain neoplasm	1	standard	66	0
DISEASE	brain neoplasms	1	standard	66	0
DISEASE	brain stem glioma	1	standard	9	0
DISEASE	brain tumor malignancy	1	standard	58	0
DISEASE	brain tumors	0	standard	66	0
DISEASE	branch retinal vein occlusion	0	standard	23	0
DISEASE	branchial myoclonus with spastic paraparesis and cerebellar ataxia	1	MedGen	16	0
DISEASE	branchiooculofacial syndrome	0	MONDO	57	0
DISEASE	breakthrough cancer pain	0	corrected_overlay	17	0
DISEASE	breakthrough pain	1	standard	12	0
DISEASE	breast adenocarcinoma	1	standard	11	0
DISEASE	breast cancer	1	standard	7	0
DISEASE	breast cancer in postmenopausal women at high risk for invasive breast cancer	1	modified_disease	15	0
DISEASE	breast cancer in postmenopausal women with osteoporosis	1	modified_disease	17	0
DISEASE	breast cancer recurrent	0	corrected_overlay	18	0
DISEASE	breast carcinoma	1	standard	7	0
DISEASE	breast disorder	1	standard	5	0
DISEASE	breast engorgement	0	standard	15	0
DISEASE	breast fibrocystic disease	1	standard	46	0
DISEASE	breast lesion	0	standard	14	0
DISEASE	breast neoplasms	0	standard	7	0
DISEASE	breast pain	1	standard	31	0
DISEASE	brill-zinsser disease	1	standard	51	0
DISEASE	brittle cornea syndrome 1	0	MONDO	18	0
DISEASE	brittle cornea syndrome 2	0	MONDO	18	0
DISEASE	brody myopathy	0	MONDO	194	0
DISEASE	bronchial asthma	0	standard	34	0
DISEASE	bronchiectasis	1	standard	6	0
DISEASE	bronchiolitis	1	standard	4	0
DISEASE	bronchitis	1	standard	22	0
DISEASE	bronchoconstriction	1	standard	15	0
DISEASE	bronchogenic carcinoma	1	standard	34	0
DISEASE	bronchopulmonary dysplasia	1	standard	55	0
DISEASE	bronchospasm	1	standard	9	0
DISEASE	bronchospasm associated with chronic obstructive pulmonary disease	1	modified_disease	49	0
DISEASE	bronchospasm occurring during anesthesia	1	standard	28	0
DISEASE	bronchospasm, exercise-induced	0	standard	57	0
DISEASE	brucellosis	1	standard	25	0
DISEASE	brugada syndrome 1	1	MedGen	114	0
DISEASE	brugada syndrome 2	0	MONDO	17	0
DISEASE	brugada syndrome 3	0	MONDO	17	0
DISEASE	brugada syndrome 4	0	MONDO	17	0
DISEASE	brugada syndrome 5	0	MONDO	17	0
DISEASE	brugada syndrome 6	0	MONDO	17	0
DISEASE	brugada syndrome 7	0	MONDO	17	0
DISEASE	brugada syndrome 8	0	MONDO	17	0
DISEASE	bruises	1	standard	9	0
DISEASE	bruton-type agammaglobulinemia	1	standard	27	0
DISEASE	bruxism	1	standard	10	0
DISEASE	budd-chiari syndrome	1	MedGen	64	0
DISEASE	bulimia nervosa	1	standard	39	0
DISEASE	bulimia nervosa, susceptibility to, 1	1	MONDO	43	0
DISEASE	burkholderia cepacia infection	0	standard	7	0
DISEASE	burkholderia infectious disease	0	standard	7	0
DISEASE	burkitt lymphoma	1	standard	89	0
DISEASE	burkitt's lymphoma	1	standard	89	0
DISEASE	burkitt-like lymphoma (bll)	0	corrected_overlay	23	0
DISEASE	burn infection	0	manual_final7_review	31	0
DISEASE	burn injury	0	corrected_overlay	18	0
DISEASE	burning sensation	0	standard	16	0
DISEASE	burns	0	standard	18	0
DISEASE	burns extensive	0	corrected_overlay	18	0
DISEASE	bursitis	1	standard	24	0
DISEASE	c1 inhibitor deficiency	1	standard	18	0
DISEASE	c3 glomerulonephritis	0	MONDO	24	0
DISEASE	cachexia	1	standard	12	0
DISEASE	cadmium poisoning	1	standard	17	0
DISEASE	calciphylaxis	1	standard	18	0
DISEASE	caloric intake deficit	0	corrected_overlay	24	0
DISEASE	campomelic dysplasia	0	MONDO	66	0
DISEASE	campylobacter fetus infections	0	corrected_overlay	11	0
DISEASE	campylobacter fetus infectious disease	1	standard	27	0
DISEASE	campylobacteriosis	1	standard	7	0
DISEASE	camurati-engelmann disease	0	MONDO	40	0
DISEASE	canavan disease	0	MONDO	27	0
DISEASE	cancer	1	standard	25	0
DISEASE	cancer of unknown primary site	0	standard	15	0
DISEASE	cancer with a high tumor mutational burden	0	corrected_overlay	10	0
DISEASE	candida endocarditis	1	modified_disease	10	0
DISEASE	candida infections	0	standard	31	0
DISEASE	candida infections in patients undergoing hematopoietic stem cell transplantation	0	corrected_overlay	14	0
DISEASE	candida urinary system infections	1	modified_disease	14	0
DISEASE	candidal vaginitis	1	standard	9	0
DISEASE	candidemia	1	standard	14	0
DISEASE	candidiasis	1	standard	31	0
DISEASE	candidiasis of vagina	1	standard	13	0
DISEASE	candidiasis, cutaneous	0	standard	19	0
DISEASE	candidiasis, familial, 1	1	MONDO	5	0
DISEASE	candidiasis, invasive	1	standard	39	0
DISEASE	candidiasis, oral	0	standard	18	0
DISEASE	candidiasis, vulvovaginal	0	standard	13	0
DISEASE	canker sore	1	standard	51	0
DISEASE	cap myopathy	0	standard	53	0
DISEASE	capecitabine overdose	1	standard	81	0
DISEASE	capillary infantile hemangioma	1	modified_disease	35	0
DISEASE	carbamate poisoning	0	corrected_overlay	8	0
DISEASE	carbamoyl phosphate synthetase i deficiency disease	1	standard	48	0
DISEASE	carbohydrate deficiency	0	corrected_overlay	12	0
DISEASE	carbon monoxide poisoning	1	standard	13	0
DISEASE	carbon monoxide-induced parkinsonism	0	standard	49	0
DISEASE	carboxypeptidase n deficiency	0	MONDO	29	0
DISEASE	carcinoid syndrome	0	standard	20	0
DISEASE	carcinoid syndrome diarrhea	0	corrected_overlay	15	0
DISEASE	carcinoid tumor	1	standard	85	0
DISEASE	carcinoma	1	standard	32	0
DISEASE	carcinoma breast stage iv	1	modified_disease	18	0
DISEASE	carcinoma of esophagus	1	standard	30	0
DISEASE	carcinoma, ductal, breast	0	standard	15	0
DISEASE	cardiac arrest	1	standard	30	0
DISEASE	cardiac arrhythmia	1	standard	32	0
DISEASE	cardiac arrhythmia, ankyrin-b-related	0	MONDO	15	0
DISEASE	cardiac conduction defect	1	MONDO	14	0
DISEASE	cardiac sarcoidosis	1	standard	7	0
DISEASE	cardiac toxicity	1	standard	22	0
DISEASE	cardiac transplant rejection	1	modified_disease	29	0
DISEASE	cardiac valvular dysplasia, x-linked	1	MONDO	15	0
DISEASE	cardiogenic shock	1	standard	10	0
DISEASE	cardiomegaly	1	standard	47	0
DISEASE	cardiomyopathy	1	standard	40	0
DISEASE	cardiomyopathy associated with myopathy and sudden death	1	Orphanet	70	0
DISEASE	cardiomyopathy-hypotonia-lactic acidosis syndrome	0	MONDO	62	0
DISEASE	cardioneuromyopathy with hyaline masses and nemaline rods	1	MedGen	15	0
DISEASE	cardiospondylocarpofacial syndrome	0	MONDO	51	0
DISEASE	cardiovascular disorder	1	standard	6	0
DISEASE	cardiovascular event risk reduction	1	curated_indication_definition	32	0
DISEASE	carotid artery disorder	1	standard	25	0
DISEASE	carotid sinus hypersensitivity	0	standard	26	0
DISEASE	carotid sinus syncope	1	standard	50	0
DISEASE	carpal tunnel syndrome 1	1	MedGen	113	0
DISEASE	castleman disease	1	standard	40	0
DISEASE	castrate-resistant prostate cancer	1	modified_disease	17	0
DISEASE	castration-resistant prostate carcinoma	1	modified_disease	57	0
DISEASE	cat allergy	0	standard	20	0
DISEASE	cataplexy	1	standard	61	0
DISEASE	cataract	1	standard	44	0
DISEASE	cataract 18	0	MONDO	16	0
DISEASE	cataract 22 multiple types	0	MONDO	18	0
DISEASE	cataract 23	0	MONDO	18	0
DISEASE	cataract 30	0	MONDO	16	0
DISEASE	cataract 33	0	MONDO	18	0
DISEASE	cataract 36	0	MONDO	16	0
DISEASE	cataract 38	0	MONDO	18	0
