entity_type	entity	needs_review	description_source	description_words	empty_description
DISEASE	philadelphia-positive myelogenous leukemia	1	modified_disease	16	0
DISEASE	phip-related behavioral problems-intellectual disability-obesity-dysmorphic features syndrome	0	standard	40	0
DISEASE	phobic disorder	1	standard	26	0
DISEASE	phosphoenolpyruvate carboxykinase deficiency, mitochondrial	1	MONDO	15	0
DISEASE	photoparoxysmal response 1	1	MedGen	13	0
DISEASE	photophobia	1	standard	32	0
DISEASE	phototoxicity	1	standard	25	0
DISEASE	physiological anemia of infancy	1	standard	16	0
DISEASE	pick disease	1	MedGen	115	0
DISEASE	piebaldism	0	MONDO	55	0
DISEASE	pierson syndrome	0	MONDO	16	0
DISEASE	pigmented villonodular synovitis	1	standard	55	0
DISEASE	pik3ca-related overgrowth spectrum	1	standard	19	0
DISEASE	pilomatrixoma	0	MONDO	67	0
DISEASE	pinealoma	1	standard	105	0
DISEASE	pinta	1	standard	49	0
DISEASE	pinta disease	1	standard	10	0
DISEASE	pinworm infections	0	standard	29	0
DISEASE	pitt-hopkins syndrome	0	MONDO	21	0
DISEASE	pitt-hopkins-like syndrome 2	0	MONDO	17	0
DISEASE	pituitary apoplexy	1	standard	68	0
DISEASE	pituitary gland adenoma	1	standard	79	0
DISEASE	pituitary macroadenoma	0	standard	9	0
DISEASE	pituitary pars intermedia dysfunction (equine cushing's disease) in horses	0	modified_disease	60	0
DISEASE	pituitary tumor	1	standard	79	0
DISEASE	pityriasis rubra pilaris	1	standard	32	0
DISEASE	pityriasis versicolor	1	standard	49	0
DISEASE	placental abruption	1	standard	28	0
DISEASE	plague	1	standard	38	0
DISEASE	plantar wart	1	standard	15	0
DISEASE	plaque psoriasis	1	standard	45	0
DISEASE	plasma cell myeloma	1	standard	41	0
DISEASE	plasma cell myeloma refractory	0	corrected_overlay	9	0
DISEASE	plasminogen deficiency type 1 (hypoplasminogenemia)	1	modified_disease	30	0
DISEASE	plasmodium falciparum malaria	1	standard	45	0
DISEASE	plasmodium vivax malaria	1	standard	32	0
DISEASE	pleomorphic adenoma	0	MONDO	89	0
DISEASE	pleural effusion, malignant	0	standard	21	0
DISEASE	pleural empyema	1	standard	6	0
DISEASE	pleural mesothelioma	1	standard	43	0
DISEASE	pleural tuberculosis	1	standard	13	0
DISEASE	pleuropulmonary blastoma	0	MONDO	74	0
DISEASE	plexiform neurofibroma	1	standard	72	0
DISEASE	plexosarcoma	0	standard	21	0
DISEASE	plummer disease	0	standard	9	0
DISEASE	pneumococcal bacteremia	1	standard	8	0
DISEASE	pneumococcal disease	0	standard	8	0
DISEASE	pneumococcal infection	1	standard	8	0
DISEASE	pneumococcal infections	0	standard	8	0
DISEASE	pneumococcal meningitis	1	standard	79	0
DISEASE	pneumococcal pneumonia	1	standard	7	0
DISEASE	pneumocystis carinii pneumonia	1	standard	54	0
DISEASE	pneumocystis jiroveci pneumonia	1	standard	54	0
DISEASE	pneumocystosis	1	standard	54	0
DISEASE	pneumonia	1	standard	8	0
DISEASE	pneumonia caused by chlamydia	1	modified_disease	15	0
DISEASE	pneumonia caused by pseudomonas aeruginosa infection	1	modified_disease	37	0
DISEASE	pneumonia, mycoplasma	0	standard	41	0
DISEASE	pneumonic plague	1	standard	38	0
DISEASE	pneumonitis	1	standard	8	0
DISEASE	pneumothorax	1	standard	34	0
DISEASE	poison ivy dermatitis	0	standard	40	0
DISEASE	poisoning	1	standard	18	0
DISEASE	poisoning by antihistamine	0	corrected_overlay	8	0
DISEASE	poisoning by barbiturate	1	standard	18	0
DISEASE	poisoning by butyrophenone-based tranquilizer	0	corrected_overlay	9	0
DISEASE	poisoning by parasympathomimetic drug	0	corrected_overlay	9	0
DISEASE	poisoning by pilocarpine	0	corrected_overlay	15	0
DISEASE	poisoning by salicylate	0	corrected_overlay	8	0
DISEASE	poliomyelitis	1	standard	104	0
DISEASE	pollakisuria	0	standard	4	0
DISEASE	polyarteritis nodosa	1	standard	41	0
DISEASE	polyarticular idiopathic arthritis	1	modified_disease	17	0
DISEASE	polyarticular juvenile idiopathic arthritis	1	modified_disease	18	0
DISEASE	polycystic kidney disease	1	standard	30	0
DISEASE	polycystic kidney disease 1	1	MedGen	35	0
DISEASE	polycystic kidney disease 2	0	MONDO	11	0
DISEASE	polycystic kidney disease 4	0	MONDO	16	0
DISEASE	polycystic kidney, autosomal dominant	0	standard	20	0
DISEASE	polycystic liver disease 1	1	MedGen	142	0
DISEASE	polycystic ovary syndrome	1	standard	40	0
DISEASE	polycythemia vera	1	standard	49	0
DISEASE	polydipsia	1	standard	30	0
DISEASE	polymorphic ventricular tachycardia	1	standard	10	0
DISEASE	polymyalgia rheumatica	1	standard	77	0
DISEASE	polymyositis	1	standard	120	0
DISEASE	polyneuropathy	1	standard	83	0
DISEASE	polyneuropathy of hereditary transthyretin-mediated amyloidosis	1	modified_disease	26	0
DISEASE	polyphagia	1	standard	9	0
DISEASE	polyposis of gastric fundus without polyposis coli	1	MedGen	80	0
DISEASE	polyps, multiple and recurrent inflammatory fibroid, gastrointestinal	1	MeSH	45	0
DISEASE	polysubstance abuse, susceptibility to	1	MedGen	12	0
DISEASE	polyuria	1	standard	21	0
DISEASE	pompe disease	1	standard	96	0
DISEASE	pontocerebellar hypoplasia type 7	0	MONDO	86	0
DISEASE	pontocerebellar hypoplasia type 8	0	MONDO	89	0
DISEASE	pontocerebellar hypoplasia type 9	0	MONDO	18	0
DISEASE	porencephaly 2	1	MONDO	41	0
DISEASE	porphyria	1	standard	68	0
DISEASE	portal vein, cavernous transformation of	1	HPO	16	0
DISEASE	post operative nausea and vomiting	0	modified_disease	6	0
DISEASE	post-anoxic myoclonus	1	standard	19	0
DISEASE	post-operative deep vein thrombosis (dvt)	1	modified_disease	18	0
DISEASE	post-operative pain	1	modified_disease	12	0
DISEASE	post-transplant lymphoproliferative disease	1	modified_disease	73	0
DISEASE	post-traumatic headache	0	standard	11	0
DISEASE	post-traumatic stress disorder	1	standard	14	0
DISEASE	post-vaccinal encephalitis	1	standard	79	0
DISEASE	postabortion hemorrhage	1	standard	29	0
DISEASE	postencephalitic parkinson disease	1	standard	80	0
DISEASE	postencephalitic parkinsonism	1	standard	80	0
DISEASE	posterior uveitis	1	standard	33	0
DISEASE	postherpetic neuralgia	0	standard	47	0
DISEASE	postinfectious cough	1	standard	16	0
DISEASE	postmenopausal atrophic vaginitis	1	modified_disease	49	0
DISEASE	postmenopausal breast cancer	1	modified_disease	13	0
DISEASE	postmenopausal osteoporosis	1	modified_disease	32	0
DISEASE	postmenopausal symptoms	1	modified_disease	19	0
DISEASE	postnatal depression	1	standard	30	0
DISEASE	postoperative dental surgery pain	0	corrected_overlay	13	0
DISEASE	postoperative hemorrhage	1	standard	19	0
DISEASE	postoperative ileus	1	standard	11	0
DISEASE	postoperative infection	0	standard	17	0
DISEASE	postoperative inflammation	0	manual_final7_review	27	0
DISEASE	postoperative inflammation following ocular surgery	0	corrected_overlay	9	0
DISEASE	postoperative nausea	0	standard	6	0
DISEASE	postoperative nausea and vomiting	0	standard	6	0
DISEASE	postoperative pain	1	standard	6	0
DISEASE	postoperative paralytic ileus	1	standard	26	0
DISEASE	postoperative thrombosis	1	standard	35	0
DISEASE	postoperative venous thromboembolism	1	standard	21	0
DISEASE	postpartum hemorrhage	1	standard	58	0
DISEASE	postpartum uterine atony	0	corrected_overlay	22	0
DISEASE	posttraumatic stress disorder	0	standard	14	0
DISEASE	postural orthostatic tachycardia syndrome	0	MONDO	30	0
DISEASE	potassium deficiency	1	standard	85	0
DISEASE	pparg-related familial partial lipodystrophy	1	MedGen	78	0
DISEASE	prader-willi syndrome	1	standard	65	0
DISEASE	precancerous condition	1	standard	8	0
DISEASE	precocious puberty	1	standard	53	0
DISEASE	precursor b-cell acute lymphoblastic leukemia	1	modified_disease	25	0
DISEASE	precursor t-lymphoblastic lymphoma/leukemia	1	modified_disease	24	0
DISEASE	predisposition to invasive fungal disease due to card9 deficiency	0	Orphanet	49	0
DISEASE	preeclampsia	1	standard	48	0
DISEASE	preeclampsia/eclampsia 1	1	MedGen	176	0
DISEASE	premature aging syndrome	0	standard	12	0
DISEASE	premature labor	1	standard	43	0
DISEASE	premature ovarian failure 1	1	standard	80	0
DISEASE	premature ventricular contraction	0	standard	56	0
DISEASE	premenopausal breast cancer	1	standard	35	0
DISEASE	premenstrual cramps	1	standard	45	0
DISEASE	premenstrual dysphoric disorder	1	standard	59	0
DISEASE	premenstrual syndrome	1	standard	45	0
DISEASE	preoperative sedation	1	standard	9	0
DISEASE	presbyopia	1	standard	14	0
DISEASE	pressure	1	standard	27	0
DISEASE	presumed ocular histoplasmosis syndrome	0	corrected_overlay	20	0
DISEASE	preterm birth	1	standard	23	0
DISEASE	preterm premature rupture of the membranes	0	MONDO	16	0
DISEASE	prevent pregnancy	0	corrected_overlay	9	0
DISEASE	prevent pregnancy,	0	corrected_overlay	9	0
DISEASE	prevent premature ovulation	0	standard	23	0
DISEASE	prevention of bone marrow transplant rejection	1	modified_disease	32	0
DISEASE	prevention of pregnancy	0	corrected_overlay	9	0
DISEASE	prevention of renal transplant rejection	1	modified_disease	31	0
DISEASE	priapism	1	standard	32	0
DISEASE	primary adrenocortical insufficiency	1	standard	47	0
DISEASE	primary biliary cholangitis	1	standard	60	0
DISEASE	primary biliary cholangitis 1	0	standard	14	0
DISEASE	primary biliary cirrhosis	1	standard	60	0
DISEASE	primary brain neoplasm	1	standard	66	0
DISEASE	primary breast cancer	1	standard	35	0
DISEASE	primary central nervous system lymphoma	1	standard	33	0
DISEASE	primary cutaneous anaplastic large cell lymphoma	1	standard	24	0
DISEASE	primary cutaneous t-cell lymphoma	0	manual_final7_review	34	0
DISEASE	primary dysmenorrhea	0	standard	28	0
DISEASE	primary erythermalgia	1	MedGen	242	0
DISEASE	primary gout	1	standard	17	0
DISEASE	primary hemophagocytic lymphohistiocytosis (hlh)	0	corrected_overlay	17	0
DISEASE	primary hypercholesterolemia	0	corrected_overlay	21	0
DISEASE	primary hypergonadotropic hypogonadism-partial alopecia syndrome	0	standard	11	0
DISEASE	primary hyperlipidemia	1	standard	16	0
DISEASE	primary hyperoxaluria type 1	1	modified_disease	58	0
DISEASE	primary hyperoxaluria type 1 (ph1)	1	modified_disease	34	0
DISEASE	primary hyperparathyroidism	1	standard	34	0
DISEASE	primary hypogonadism	1	standard	51	0
DISEASE	primary hypothyroidism	1	standard	55	0
DISEASE	primary immune thrombocytopenia	0	NCI Thesaurus	55	0
DISEASE	primary immunoglobulin a nephropathy	1	curated_standard_definition	29	0
DISEASE	primary mediastinal large b-cell lymphoma	1	standard	36	0
DISEASE	primary myelofibrosis	1	standard	34	0
DISEASE	primary nocturnal enuresis	0	corrected_overlay	22	0
DISEASE	primary osteoporosis	1	standard	31	0
DISEASE	primary ovarian failure	1	standard	16	0
DISEASE	primary peritoneal cancer	1	standard	82	0
DISEASE	primary peritoneal carcinoma	1	standard	82	0
DISEASE	primary pheochromocytoma	1	standard	57	0
DISEASE	primary progressive dementia	1	modified_disease	38	0
DISEASE	primary superficial basal cell carcinoma	1	standard	28	0
DISEASE	primary syphilis	1	standard	49	0
DISEASE	primary systemic amyloidosis	1	standard	40	0
DISEASE	primrose syndrome	0	MONDO	68	0
DISEASE	prinzmetal angina	1	standard	26	0
DISEASE	proctitis	1	standard	17	0
DISEASE	proctosigmoiditis	1	standard	11	0
DISEASE	progeria	1	standard	67	0
DISEASE	progesterone deficiency	0	standard	5	0
DISEASE	progesterone resistance	1	MONDO	13	0
DISEASE	progressive bulbar palsy of childhood	0	MONDO	10	0
DISEASE	progressive cgvhd	1	modified_disease	17	0
DISEASE	progressive chronic lymphocytic leukemia	1	modified_disease	15	0
DISEASE	progressive demyelinating neuropathy with bilateral striatal necrosis	0	MONDO	49	0
DISEASE	progressive familial intrahepatic cholestasis	1	modified_disease	35	0
DISEASE	progressive familial intrahepatic cholestasis type 1	1	MedGen	109	0
DISEASE	progressive familial intrahepatic cholestasis type 2	0	MONDO	44	0
DISEASE	progressive familial intrahepatic cholestasis type 3	0	MONDO	36	0
DISEASE	progressive familiar intrahepatic cholestasis (pfic)	1	modified_disease	28	0
DISEASE	progressive pseudorheumatoid arthropathy of childhood	0	MONDO	28	0
DISEASE	progressive relapsing multiple sclerosis	1	modified_disease	25	0
DISEASE	progressive supranuclear palsy	1	modified_disease	30	0
DISEASE	progressive vaccinia	1	modified_disease	19	0
DISEASE	prolactin deficiency with obesity and enlarged testes	1	MedGen	15	0
DISEASE	prolactin-induced amenorrhea	1	standard	12	0
DISEASE	prolactin-producing pituitary gland adenoma	0	MONDO	33	0
DISEASE	prolactinoma	1	standard	22	0
DISEASE	proliferative diabetic retinopathy	1	standard	40	0
DISEASE	pronation-supination of the forearm, impairment of	1	MedGen	14	0
DISEASE	prophylaxis of heart transplant rejection	1	modified_disease	31	0
DISEASE	prophylaxis of kidney transplant rejection	1	modified_disease	31	0
DISEASE	prophylaxis of liver transplant rejection	1	modified_disease	31	0
DISEASE	prophylaxis of the disease caused by bordetella pertussis	1	modified_disease	21	0
DISEASE	propionic acidemia	1	standard	77	0
DISEASE	prostate adenocarcinoma	1	standard	12	0
DISEASE	prostate cancer	1	standard	6	0
DISEASE	prostate cancer with bone metastasis	1	standard	15	0
DISEASE	prostate cancer, hereditary	0	MONDO	61	0
DISEASE	prostate cancer, hereditary, 1	0	MONDO	18	0
DISEASE	prostate carcinoma	1	standard	11	0
DISEASE	prostate-specific membrane antigen (psma)-positive metastatic castration-resistant prostate cancer (mcrpc)	1	modified_disease	15	0
DISEASE	prostatic neoplasms	0	standard	6	0
DISEASE	prostatitis	1	standard	24	0
DISEASE	prosthetic valve endocarditis	0	standard	24	0
DISEASE	protein catabolism	0	corrected_overlay	23	0
DISEASE	protein-losing enteropathy	0	MONDO	51	0
DISEASE	proteinuria	1	standard	12	0
DISEASE	proteus infections	0	standard	7	0
DISEASE	proteus infectious disease	0	standard	7	0
DISEASE	proteus mirabilis infection	0	corrected_overlay	12	0
DISEASE	prothrombin deficiency	1	standard	9	0
DISEASE	protoporphyria, erythropoietic, 1	0	MONDO	81	0
DISEASE	protozoal infections	1	standard	45	0
DISEASE	proximal renal tubular acidosis	0	MONDO	30	0
DISEASE	proximal spinal muscular atrophy	0	standard	35	0
DISEASE	prurigo nodularis	1	standard	213	0
DISEASE	pruritis of skin of anogenital region	0	standard	22	0
DISEASE	pruritus	1	standard	17	0
DISEASE	pruritus ani	0	standard	7	0
DISEASE	pruritus vulvae	1	standard	7	0
DISEASE	pruritusdermatosis	0	corrected_overlay	22	0
DISEASE	pseudoachondroplasia	0	MONDO	15	0
DISEASE	pseudobulbar affect	0	standard	33	0
DISEASE	pseudofolliculitis barbae	1	standard	4	0
DISEASE	pseudohypoaldosteronism type 2a	1	MedGen	62	0
DISEASE	pseudohypoaldosteronism, type ib1, autosomal recessive	1	MedGen	162	0
DISEASE	pseudohypoparathyroidism	1	standard	59	0
DISEASE	pseudohypoparathyroidism type 1b	1	MedGen	188	0
DISEASE	pseudomembranous enterocolitis	0	standard	40	0
DISEASE	pseudomonas aeruginosa infection	0	standard	7	0
DISEASE	pseudomonas aeruginosa infections	0	standard	7	0
DISEASE	pseudomonas aeruginosa infectious disease	1	standard	27	0
DISEASE	pseudomonas infection	1	standard	7	0
DISEASE	pseudopregnancy	0	standard	36	0
DISEASE	pseudopseudohypoparathyroidism	0	MONDO	33	0
DISEASE	pseudoxanthoma elasticum, forme fruste	1	MedGen	99	0
DISEASE	psoriasis	1	standard	42	0
DISEASE	psoriasis 1, susceptibility to	1	MedGen	309	0
DISEASE	psoriasis 2	0	MONDO	16	0
DISEASE	psoriasis 3, susceptibility to	1	MedGen	12	0
DISEASE	psoriasis 4, susceptibility to	1	MONDO	15	0
DISEASE	psoriasis 5, susceptibility to	1	MedGen	12	0
DISEASE	psoriasis 6, susceptibility to	1	MedGen	12	0
DISEASE	psoriasis 7, susceptibility to	1	MONDO	15	0
DISEASE	psoriasis 9, susceptibility to	1	MedGen	12	0
DISEASE	psoriasis of scalp	1	standard	45	0
DISEASE	psoriasis vulgaris	1	standard	45	0
DISEASE	psoriasis-related juvenile idiopathic arthritis	1	modified_disease	20	0
DISEASE	psoriatic arthritis	1	standard	34	0
DISEASE	psoriatic arthritis, susceptibility to	0	MONDO	9	0
DISEASE	psoriatic erythroderma	0	corrected_overlay	19	0
DISEASE	psychogenic polydipsia	1	standard	29	0
DISEASE	psychomotor agitation	1	standard	23	0
DISEASE	psychomotor epileptic seizures	0	corrected_overlay	20	0
DISEASE	psychomotor retardation	0	standard	4	0
DISEASE	psychosis	1	standard	25	0
DISEASE	psychotic depression	1	standard	30	0
DISEASE	psychotic disorders	0	standard	25	0
DISEASE	pthirus pubis infestation	1	standard	45	0
DISEASE	pulmonary arterial hypertension	1	standard	14	0
DISEASE	pulmonary arterial hypertension associated with congenital heart disease	1	modified_disease	48	0
DISEASE	pulmonary arterial hypertension associated with connective tissue disease	1	modified_disease	40	0
DISEASE	pulmonary artery thrombosis	1	standard	30	0
DISEASE	pulmonary atresia	1	standard	58	0
DISEASE	pulmonary atresia-intact ventricular septum syndrome	0	standard	68	0
DISEASE	pulmonary edema	1	standard	32	0
DISEASE	pulmonary embolism	1	standard	13	0
DISEASE	pulmonary emphysema	1	standard	37	0
DISEASE	pulmonary eosinophilia	1	standard	32	0
DISEASE	pulmonary fibrosis	1	standard	38	0
DISEASE	pulmonary hypertension	1	standard	15	0
DISEASE	pulmonary hypertension, neonatal, susceptibility to	1	MONDO	16	0
DISEASE	pulmonary hypertension, primary, 1	0	MONDO	18	0
DISEASE	pulmonary hypertension, primary, 2	0	MONDO	18	0
DISEASE	pulmonary hypertension, primary, 3	0	MONDO	18	0
DISEASE	pulmonary hypertension, primary, 5	1	MedGen	52	0
DISEASE	pulmonary hypoplasia	1	standard	90	0
DISEASE	pulmonary non-tuberculous mycobacterial infection	0	standard	52	0
DISEASE	pulmonary systemic sclerosis	1	standard	75	0
DISEASE	pulmonary thromboembolism	0	standard	13	0
DISEASE	pulmonary tuberculosis	1	standard	5	0
DISEASE	pulmonary venoocclusive disease 1	1	MONDO	15	0
DISEASE	pulmonary venoocclusive disease 2	0	MONDO	34	0
DISEASE	pulmonic stenosis	0	standard	37	0
DISEASE	pure red-cell aplasia	1	standard	13	0
DISEASE	purpura fulminans	1	standard	37	0
DISEASE	purulent acute otitis media	1	modified_disease	20	0
DISEASE	purulent meningitis	1	standard	79	0
DISEASE	pustular acne	1	standard	38	0
DISEASE	pustular psoriasis	1	standard	42	0
DISEASE	pustulosis palmaris et plantaris	1	standard	42	0
DISEASE	pycnodysostosis	0	MONDO	122	0
DISEASE	pyelitis	1	standard	27	0
DISEASE	pyelonephritis	1	standard	27	0
DISEASE	pylorospasm	0	standard	5	0
DISEASE	pyoderma	1	standard	7	0
DISEASE	pyoderma gangrenosum	1	standard	52	0
DISEASE	pyogenic arthritis-pyoderma gangrenosum-acne syndrome	0	MONDO	13	0
DISEASE	pyridoxine deficiency anemia	1	standard	31	0
DISEASE	pyrogenic wounds	0	standard	18	0
DISEASE	pyruvate carboxylase deficiency disease	0	MONDO	29	0
DISEASE	pyruvate kinase deficiency of red cells	1	standard	42	0
DISEASE	q fever	1	standard	39	0
DISEASE	quartan malaria	1	standard	7	0
DISEASE	quinine-resistant leg cramps	0	manual_modified_disease	14	0
DISEASE	rabies	1	standard	41	0
DISEASE	rabies infections	1	standard	13	0
DISEASE	radiation proctitis	0	standard	24	0
DISEASE	radiation-induced disorder	1	standard	32	0
DISEASE	radiation-induced nausea and vomiting	0	standard	24	0
DISEASE	rapp-hodgkin syndrome	0	MONDO	76	0
DISEASE	rat bite fever	1	standard	27	0
DISEASE	rat-bite fever	1	standard	27	0
DISEASE	raynaud's disease	1	standard	24	0
DISEASE	reactive airway disease	1	standard	15	0
DISEASE	reactive rheumatoid arthritis	1	standard	41	0
DISEASE	recent myocardial infarction	1	standard	21	0
DISEASE	recessive x-linked ichthyosis	0	standard	11	0
DISEASE	rectal cancer	1	standard	6	0
DISEASE	rectal fistula	1	standard	18	0
DISEASE	rectum adenocarcinoma	1	standard	77	0
DISEASE	rectum neuroendocrine neoplasm	0	standard	27	0
DISEASE	recurrence	1	standard	11	0
DISEASE	recurrence of clostridium difficile infection	1	standard	60	0
DISEASE	recurrent cardiac decompensation	1	modified_disease	32	0
DISEASE	recurrent cervical cancer	1	modified_disease	17	0
DISEASE	recurrent chronic lymphocytic leukemia	1	modified_disease	19	0
DISEASE	recurrent chronic lymphoid leukemia	1	modified_disease	19	0
DISEASE	recurrent clostridium difficile infection	1	modified_disease	21	0
DISEASE	recurrent corneal erosions	1	modified_disease	21	0
DISEASE	recurrent deep vein thrombosis	1	modified_disease	21	0
DISEASE	recurrent depression	1	modified_disease	49	0
DISEASE	recurrent endometrial cancer	1	modified_disease	22	0
DISEASE	recurrent fallopian tube carcinoma	1	modified_disease	19	0
DISEASE	recurrent genital herpes	1	modified_disease	46	0
DISEASE	recurrent glioblastoma	1	modified_disease	15	0
DISEASE	recurrent haemophilus influenzae infections	1	modified_disease	24	0
DISEASE	recurrent herpes labialis	1	modified_disease	24	0
DISEASE	recurrent herpes simplex	1	modified_disease	27	0
DISEASE	recurrent metabolic encephalomyopathic crises-rhabdomyolysis-cardiac arrhythmia-intellectual disability syndrome	1	modified_disease	36	0
DISEASE	recurrent miscarriage	1	modified_disease	12	0
DISEASE	recurrent mucocutaneous herpes simplex infections	1	modified_disease	38	0
DISEASE	recurrent non-squamous non-small cell lung cancer	1	modified_disease	23	0
DISEASE	recurrent or metastatic head and neck squamous cell carcinoma	1	modified_disease	39	0
DISEASE	recurrent ovarian cancer	1	modified_disease	17	0
DISEASE	recurrent pericarditis	1	modified_disease	35	0
DISEASE	recurrent pericarditis (rp)	1	modified_disease	36	0
DISEASE	recurrent primary peritoneal carcinoma	1	modified_disease	19	0
DISEASE	recurrent pulmonary embolism	1	modified_disease	28	0
DISEASE	recurrent thromboembolism	1	modified_disease	32	0
DISEASE	recurrent thyroid cancer	1	modified_disease	18	0
DISEASE	recurrent urinary tract infections	1	modified_disease	19	0
DISEASE	recurrent ventricular fibrillation	1	modified_disease	31	0
DISEASE	recurrent vulvovaginal candidiasis	1	modified_disease	17	0
DISEASE	recurring ventricular fibrillation	1	standard	33	0
DISEASE	red color blindness	0	MONDO	114	0
DISEASE	red-green color blindness	0	MONDO	44	0
DISEASE	reduced left ventricular ejection fraction	1	standard	31	0
DISEASE	refractory acute leukemia	1	modified_disease	16	0
DISEASE	refractory acute myeloid leukemia	1	modified_disease	18	0
DISEASE	refractory anaplastic astrocytoma	1	modified_disease	15	0
DISEASE	refractory anemia with excess blasts in transformation	1	modified_disease	46	0
DISEASE	refractory bleeding after cardiac surgery	1	modified_disease	40	0
DISEASE	refractory cardiac ischaemia	1	modified_disease	16	0
DISEASE	refractory childhood acute lymphocytic leukemia	1	modified_disease	19	0
DISEASE	refractory chronic myeloid leukemia (cml)	1	modified_disease	34	0
DISEASE	refractory hairy cell leukemia	0	modified_disease	30	0
DISEASE	refractory multiple myeloma	1	modified_disease	15	0
DISEASE	refractory neuroblastoma	1	modified_disease	14	0
DISEASE	refractory or recurring external condylomata acuminata	0	manual_modified_disease	49	0
DISEASE	refractory testicular cancer	1	modified_disease	17	0
DISEASE	regional enteritis	1	standard	56	0
DISEASE	reis-bucklers corneal dystrophy	0	MONDO	35	0
DISEASE	rejection of pancreas transplant	1	modified_disease	30	0
DISEASE	relapsed follicular lymphoma	1	modified_disease	30	0
DISEASE	relapsed or refractory acute lymphocytic leukemia	1	modified_disease	17	0
DISEASE	relapsed or refractory acute myeloid leukemia	1	modified_disease	29	0
DISEASE	relapsed or refractory b-cell non-hodgkin's lymphoma (nhl)	1	modified_disease	16	0
DISEASE	relapsed or refractory chronic lymphocytic leukemia	1	modified_disease	17	0
DISEASE	relapsed or refractory diffuse large b-cell lymphoma (dlbcl)	1	modified_disease	36	0
DISEASE	relapsed or refractory large b-cell lymphoma	1	modified_disease	45	0
DISEASE	relapsed or refractory mantle cell lymphoma (mcl)	1	modified_disease	29	0
DISEASE	relapsed or refractory multiple myeloma	1	modified_disease	44	0
DISEASE	relapsed or refractory mycosis fungoides (mf)	1	modified_disease	16	0
DISEASE	relapsed or refractory peripheral t-cell lymphoma	1	modified_disease	45	0
DISEASE	relapsed philadelphia chromosome-negative (ph-) acute lymphocytic leukemia (all)	0	modified_disease	28	0
DISEASE	relapsed/refractory diffuse large b-cell lymphoma	1	modified_disease	79	0
DISEASE	relapsed/refractory multiple myeloma	0	corrected_overlay	11	0
DISEASE	relapsing acute myeloid leukemia	1	modified_disease	27	0
DISEASE	relapsing fever	1	standard	64	0
DISEASE	relapsing polychondritis	1	standard	45	0
DISEASE	relapsing remitting multiple sclerosis	1	modified_disease	46	0
DISEASE	relapsing-remitting multiple sclerosis	1	modified_disease	46	0
DISEASE	renal anaemia	0	corrected_overlay	17	0
DISEASE	renal angiomyolipoma (aml)	0	alias_disease	6	0
DISEASE	renal carcinoma	1	standard	37	0
DISEASE	renal cell carcinoma	1	standard	37	0
DISEASE	renal cell carcinoma (rcc)	1	alias_disease	11	0
DISEASE	renal colic	1	standard	53	0
DISEASE	renal coloboma syndrome	0	MONDO	16	0
DISEASE	renal cysts and diabetes syndrome	0	MONDO	43	0
DISEASE	renal failure	1	standard	51	0
DISEASE	renal hypomagnesemia 2	1	MedGen	64	0
DISEASE	renal hypomagnesemia 3	1	MedGen	247	0
DISEASE	renal hypomagnesemia 4	0	MONDO	17	0
DISEASE	renal hypomagnesemia 5 with ocular involvement	0	MONDO	37	0
DISEASE	renal hypomagnesemia 6	1	MONDO	14	0
DISEASE	renal osteodystrophy	1	standard	39	0
DISEASE	renal pelvis urothelial carcinoma	1	standard	45	0
DISEASE	renal pelvis/ureter urothelial carcinoma	1	modified_disease	32	0
DISEASE	renal rickets	1	standard	39	0
DISEASE	renal transplant rejection	1	modified_disease	29	0
DISEASE	renal tubular acidosis	1	standard	52	0
DISEASE	renal tubular acidosis, distal, 4, with hemolytic anemia	0	MONDO	21	0
DISEASE	renal tubular acidosis, distal, with nephrocalcinosis, short stature, intellectual disability, and distinctive facies	1	standard	38	0
DISEASE	repeated pneumothoraces	0	corrected_overlay	15	0
DISEASE	reproductive system disorder	1	standard	6	0
DISEASE	resectable non-small cell lung cancer	1	modified_disease	32	0
DISEASE	residual thyroid cancer	0	corrected_overlay	21	0
DISEASE	respiratory depression	1	standard	21	0
DISEASE	respiratory distress	1	standard	42	0
DISEASE	respiratory distress syndrome (rds)	1	alias_disease	51	0
DISEASE	respiratory distress syndrome in premature infants	1	standard	51	0
DISEASE	respiratory distress syndrome, newborn	0	standard	55	0
DISEASE	respiratory failure	1	standard	21	0
DISEASE	respiratory insufficiency	1	standard	21	0
DISEASE	respiratory paralysis	1	standard	35	0
DISEASE	respiratory syncytial virus (rsv)	1	alias_disease	58	0
DISEASE	respiratory syncytial virus (rsv) respiratory disease	1	standard	8	0
DISEASE	respiratory syncytial virus infectious disease	1	standard	51	0
DISEASE	respiratory system disorder	1	standard	27	0
DISEASE	respiratory tract infections	0	standard	15	0
DISEASE	respiratory tract infectious disorder	0	standard	15	0
DISEASE	restless leg syndrome	1	standard	28	0
DISEASE	restless legs	0	standard	28	0
DISEASE	restless legs syndrome, susceptibility to, 1	1	MONDO	33	0
DISEASE	restless legs syndrome, susceptibility to, 2	1	MONDO	17	0
DISEASE	restoration of patency to intravenous catheters	0	corrected_overlay	23	0
DISEASE	ret fusion-positive non-small cell lung cancer	1	modified_disease	33	0
DISEASE	ret fusion-positive thyroid cancer	1	modified_disease	19	0
DISEASE	ret-mutant medullary thyroid cancer	1	standard	78	0
