head_name	relation	tail_name
Ribosome biogenesis protein BMS1 homolog	MODIFIED_IN	corpus callosum, agenesis of
BCL2/adenovirus E1B 19 kDa protein-interacting protein 3	MODIFIED_IN	prostate carcinoma
BCL2/adenovirus E1B 19 kDa protein-interacting protein 3	MODIFIED_IN	prostate cancer
Protein boule-like	MODIFIED_IN	oligospermia
Cytochrome b-245 light chain	MODIFIED_IN	myelodysplastic syndrome
Cytoglobin	MODIFIED_IN	head and neck carcinoma
Cytoglobin	MODIFIED_IN	lung adenocarcinoma
Cytoglobin	MODIFIED_IN	head and neck cancer
Cytoglobin	MODIFIED_IN	head and neck squamous cell carcinoma
Ubiquitin carboxyl-terminal hydrolase CYLD	MODIFIED_IN	gastric adenocarcinoma
Cytokine-like protein 1	MODIFIED_IN	squamous cell lung carcinoma
Cystatin-M	MODIFIED_IN	cancer
Cystatin-M	MODIFIED_IN	prostate carcinoma
Cystatin-M	MODIFIED_IN	inflammatory breast carcinoma
Cystatin-M	MODIFIED_IN	prostate cancer
Cystatin-M	MODIFIED_IN	brain neoplasm
Disabled homolog 1	MODIFIED_IN	Alzheimer disease
Disabled homolog 1	MODIFIED_IN	retinoblastoma
Disabled homolog 2-interacting protein	MODIFIED_IN	breast neoplasm
Disabled homolog 2	MODIFIED_IN	carcinoma
Disabled homolog 2	MODIFIED_IN	non-small cell lung carcinoma
Dachshund homolog 1	MODIFIED_IN	lung carcinoma
Dachshund homolog 1	MODIFIED_IN	esophageal cancer
Dachshund homolog 1	MODIFIED_IN	lung cancer
Dachshund homolog 1	MODIFIED_IN	carcinoma of esophagus
Dachshund homolog 1	MODIFIED_IN	lip and oral cavity carcinoma
Dachshund homolog 1	MODIFIED_IN	neoplasm of esophagus
Dachshund homolog 1	MODIFIED_IN	oral cavity carcinoma
Dapper homolog 1	MODIFIED_IN	transitional cell carcinoma
Dapper homolog 1	MODIFIED_IN	gastric neoplasm
Dapper homolog 1	MODIFIED_IN	metastatic malignant neoplasm
Dapper homolog 2	MODIFIED_IN	thyroid cancer
Dapper homolog 2	MODIFIED_IN	breast carcinoma
Dapper homolog 2	MODIFIED_IN	neoplasm
Dapper homolog 2	MODIFIED_IN	thyroid gland papillary carcinoma
Dapper homolog 2	MODIFIED_IN	lung carcinoma
Dapper homolog 2	MODIFIED_IN	lung cancer
Dapper homolog 2	MODIFIED_IN	breast cancer
Dapper homolog 2	MODIFIED_IN	hepatocellular carcinoma
Dapper homolog 2	MODIFIED_IN	thyroid gland carcinoma
Cyclin-dependent kinase 2-associated protein 2	MODIFIED_IN	urinary bladder cancer
Cyclin-dependent kinase 2-associated protein 2	MODIFIED_IN	adenocarcinoma
Cyclin-dependent kinase 2-associated protein 2	MODIFIED_IN	urinary bladder carcinoma
Cyclin-dependent kinase 2-associated protein 2	MODIFIED_IN	urinary bladder neoplasm
Cyclin-dependent kinase 2-associated protein 2	MODIFIED_IN	lung carcinoma
Cyclin-dependent kinase 2-associated protein 2	MODIFIED_IN	plasma cell myeloma
Cyclin-dependent kinase 2-associated protein 2	MODIFIED_IN	lung cancer
Cyclin-dependent kinase 2-associated protein 2	MODIFIED_IN	acute promyelocytic leukemia
Cyclin-dependent kinase 2-associated protein 2	MODIFIED_IN	acute myeloid leukemia
Cyclin-dependent kinase 2-associated protein 2	MODIFIED_IN	colorectal carcinoma
Cyclin-dependent kinase inhibitor 3	MODIFIED_IN	carcinoma
Cyclin-dependent kinase 4 inhibitor B	MODIFIED_IN	breast carcinoma
Cyclin-dependent kinase 4 inhibitor B	MODIFIED_IN	non-small cell lung carcinoma
Cyclin-dependent kinase 4 inhibitor B	MODIFIED_IN	breast cancer
Cyclin-dependent kinase 4 inhibitor B	MODIFIED_IN	chromosomal disorder
Cyclin-dependent kinase 4 inhibitor B	MODIFIED_IN	ovarian neoplasm
Cyclin-dependent kinase 4 inhibitor B	MODIFIED_IN	pancreatic insulinoma
Cyclin-dependent kinase 4 inhibitor D	MODIFIED_IN	lung carcinoma
Cyclin-dependent kinase 4 inhibitor D	MODIFIED_IN	lung cancer
Cysteine dioxygenase type 1	MODIFIED_IN	small intestine cancer
Cysteine dioxygenase type 1	MODIFIED_IN	gastric cancer
Cysteine dioxygenase type 1	MODIFIED_IN	adenoma
Cysteine dioxygenase type 1	MODIFIED_IN	cancer
Cysteine dioxygenase type 1	MODIFIED_IN	clear cell renal carcinoma
Cysteine dioxygenase type 1	MODIFIED_IN	leiomyosarcoma
Cysteine dioxygenase type 1	MODIFIED_IN	lymphoma
Cysteine dioxygenase type 1	MODIFIED_IN	squamous cell carcinoma
Cysteine dioxygenase type 1	MODIFIED_IN	biliary tract cancer
Cysteine dioxygenase type 1	MODIFIED_IN	endometrial carcinoma
Cysteine dioxygenase type 1	MODIFIED_IN	cirrhosis of liver
Cysteine dioxygenase type 1	MODIFIED_IN	prostate carcinoma
Cysteine dioxygenase type 1	MODIFIED_IN	exocrine pancreatic carcinoma
Cysteine dioxygenase type 1	MODIFIED_IN	gallbladder disorder
Cysteine dioxygenase type 1	MODIFIED_IN	hepatitis B virus infection
Cysteine dioxygenase type 1	MODIFIED_IN	chronic hepatitis B virus infection
Cysteine dioxygenase type 1	MODIFIED_IN	gastric carcinoma
Cysteine dioxygenase type 1	MODIFIED_IN	hepatocellular carcinoma
Cysteine dioxygenase type 1	MODIFIED_IN	prostate cancer
Cysteine dioxygenase type 1	MODIFIED_IN	Matthew-Wood syndrome
Cysteine dioxygenase type 1	MODIFIED_IN	endometrial cancer
Cysteine dioxygenase type 1	MODIFIED_IN	Barrett esophagus
Homeobox protein CDX-1	MODIFIED_IN	colonic neoplasm
Breast cancer metastasis-suppressor 1-like protein	MODIFIED_IN	breast neoplasm
Breast cancer metastasis-suppressor 1	MODIFIED_IN	adenocarcinoma
Breast cancer metastasis-suppressor 1	MODIFIED_IN	squamous cell carcinoma
Breast cancer metastasis-suppressor 1	MODIFIED_IN	human papilloma virus infection
ADP-ribosyl cyclase/cyclic ADP-ribose hydrolase 2	MODIFIED_IN	paroxysmal nocturnal hemoglobinuria
Transcription factor BTF3	MODIFIED_IN	exocrine pancreatic carcinoma
Protein BTG4	MODIFIED_IN	colorectal neoplasm
Protein BTG4	MODIFIED_IN	colorectal carcinoma
CCR4-NOT transcription complex subunit 1	MODIFIED_IN	glioblastoma
Collagen alpha-1(IX) chain	MODIFIED_IN	osteoarthritis
Cordon-bleu protein-like 1	MODIFIED_IN	castration-resistant prostate carcinoma
Transcription factor COE2	MODIFIED_IN	blast phase chronic myelogenous leukemia, BCR-ABL1 positive
Transcription factor COE3	MODIFIED_IN	squamous cell carcinoma
Transcription factor COE3	MODIFIED_IN	gastric carcinoma
Transcription factor COE3	MODIFIED_IN	acute monocytic leukemia
Transcription factor COE3	MODIFIED_IN	rheumatoid arthritis
Transcription factor COE3	MODIFIED_IN	acute myeloid leukemia
Collagen alpha-1(XIV) chain	MODIFIED_IN	coronary artery disorder
Cofilin-2	MODIFIED_IN	dilated cardiomyopathy 1A
Dapper homolog 3	MODIFIED_IN	colorectal neoplasm
Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit DAD1	MODIFIED_IN	familial multiple trichoepithelioma
Death-associated protein 1	MODIFIED_IN	acute lymphoblastic leukemia
Death-associated protein 1	MODIFIED_IN	carcinoma
Death-associated protein 1	MODIFIED_IN	cervical cancer
Death-associated protein 1	MODIFIED_IN	lung adenocarcinoma
Death-associated protein 1	MODIFIED_IN	lymphoma
Death-associated protein 1	MODIFIED_IN	cervical carcinoma
Death-associated protein 1	MODIFIED_IN	B-cell neoplasm
Death-associated protein 1	MODIFIED_IN	esophageal cancer
Death-associated protein 1	MODIFIED_IN	plasma cell myeloma
Death-associated protein 1	MODIFIED_IN	carcinoma of esophagus
Death-associated protein 1	MODIFIED_IN	breast neoplasm
Death-associated protein 1	MODIFIED_IN	neoplasm of esophagus
Death-associated protein kinase 1	MODIFIED_IN	lymphoma
Death-associated protein kinase 1	MODIFIED_IN	tarsal-carpal coalition syndrome
Death-associated protein kinase 1	MODIFIED_IN	B-cell chronic lymphocytic leukemia
Death-associated protein kinase 1	MODIFIED_IN	nasopharyngeal carcinoma
Death-associated protein kinase 1	MODIFIED_IN	diffuse large B-cell lymphoma
Death-associated protein kinase 1	MODIFIED_IN	follicular lymphoma
Death-associated protein kinase 2	MODIFIED_IN	autosomal dominant optic atrophy, classic form
Death-associated protein kinase 2	MODIFIED_IN	colorectal carcinoma
DAZ-associated protein 2	MODIFIED_IN	depressive disorder
DAZ-associated protein 2	MODIFIED_IN	plasma cell myeloma
Discoidin, CUB and LCCL domain-containing protein 2	MODIFIED_IN	gastric cancer
Discoidin, CUB and LCCL domain-containing protein 2	MODIFIED_IN	gastric carcinoma
Discoidin, CUB and LCCL domain-containing protein 2	MODIFIED_IN	gastric neoplasm
Netrin receptor DCC	MODIFIED_IN	carcinoma
Netrin receptor DCC	MODIFIED_IN	squamous cell carcinoma
Netrin receptor DCC	MODIFIED_IN	esophageal squamous cell carcinoma
Dynactin subunit 6	MODIFIED_IN	bone osteosarcoma
Dynactin subunit 6	MODIFIED_IN	plasma cell myeloma
Dynactin subunit 6	MODIFIED_IN	osteosarcoma
C-1-tetrahydrofolate synthase, cytoplasmic	MODIFIED_IN	hypertensive disorder
Succinate dehydrogenase cytochrome b560 subunit, mitochondrial	MODIFIED_IN	adenoma
CUGBP Elav-like family member 2	MODIFIED_IN	breast carcinoma
CUGBP Elav-like family member 2	MODIFIED_IN	Kennedy disease
CUGBP Elav-like family member 2	MODIFIED_IN	breast cancer
Etoposide-induced protein 2.4 homolog	MODIFIED_IN	cervical carcinoma
Eukaryotic translation initiation factor 2A	MODIFIED_IN	inflammatory bowel disease
Eukaryotic translation initiation factor 3 subunit F	MODIFIED_IN	exocrine pancreatic carcinoma
Eukaryotic translation initiation factor 3 subunit K	MODIFIED_IN	Emery-Dreifuss muscular dystrophy
Eukaryotic translation initiation factor 3 subunit K	MODIFIED_IN	limb-girdle muscular dystrophy
ETS domain-containing protein Elk-1	MODIFIED_IN	lung carcinoma
Engulfment and cell motility protein 1	MODIFIED_IN	chronic kidney disease
Elastin	MODIFIED_IN	Costello syndrome
Collagen alpha-1(XVII) chain	MODIFIED_IN	squamous cell carcinoma
Coatomer subunit zeta-2	MODIFIED_IN	endometrial carcinoma
Coatomer subunit zeta-2	MODIFIED_IN	endometrial cancer
Putative hydrolase DDAH2	MODIFIED_IN	arteriosclerosis disorder
Putative hydrolase DDAH2	MODIFIED_IN	atherosclerosis
DNA damage-induced apoptosis suppressor protein	MODIFIED_IN	cancer
Probable ATP-dependent RNA helicase DDX43	MODIFIED_IN	acute myeloid leukemia
ATP-dependent RNA helicase DDX51	MODIFIED_IN	childhood acute lymphoblastic leukemia
ATP-dependent RNA helicase DDX51	MODIFIED_IN	acute lymphoblastic leukemia
Probable ATP-dependent RNA helicase DDX53	MODIFIED_IN	gastric neoplasm
C5a anaphylatoxin chemotactic receptor 2	MODIFIED_IN	familial Mediterranean fever
CDK5 and ABL1 enzyme substrate 1	MODIFIED_IN	ovarian cancer
CDK5 and ABL1 enzyme substrate 1	MODIFIED_IN	colorectal carcinoma
Cadherin-13	MODIFIED_IN	gastric cancer
Cadherin-13	MODIFIED_IN	breast carcinoma
Cadherin-13	MODIFIED_IN	cancer
Cadherin-13	MODIFIED_IN	non-small cell lung carcinoma
Cadherin-13	MODIFIED_IN	breast cancer
Cadherin-13	MODIFIED_IN	prostate cancer
Cadherin-13	MODIFIED_IN	malignant colon neoplasm
Cadherin-13	MODIFIED_IN	colorectal carcinoma
Cadherin-15	MODIFIED_IN	hepatocellular carcinoma
Cadherin-4	MODIFIED_IN	gastric cancer
Cadherin-4	MODIFIED_IN	carcinoma
Cadherin-4	MODIFIED_IN	gastric carcinoma
Cadherin-4	MODIFIED_IN	nasopharyngeal carcinoma
Cadherin-4	MODIFIED_IN	colorectal carcinoma
Cadherin-8	MODIFIED_IN	neoplasm
Cell adhesion molecule 1	MODIFIED_IN	liver cancer
Cell adhesion molecule 1	MODIFIED_IN	adenocarcinoma
Cell adhesion molecule 1	MODIFIED_IN	carcinoma
Cell adhesion molecule 1	MODIFIED_IN	cutaneous melanoma
