row_index	source_line	entity_type	entity	norm_entity	standard_name	description_source	description_words
264	3435	DISEASE	alcohol withdrawal delirium	alcohol withdrawal delirium	Alcohol Withdrawal Delirium	standard	62
265	3436	DISEASE	alcohol withdrawal syndrome	alcohol withdrawal syndrome	alcohol withdrawal delirium	standard	62
266	3437	DISEASE	alcoholic intoxication	alcoholic intoxication	Alcoholic Intoxication	standard	15
267	3438	DISEASE	alcoholic liver diseases	alcoholic liver diseases	Liver Diseases, Alcoholic	standard	25
268	3439	DISEASE	alcoholism	alcoholism	Alcoholism	standard	94
269	3440	DISEASE	aldosteronism	aldosteronism	Hyperaldosteronism	standard	22
270	8506	DISEASE	Alexander disease	alexander disease	Alexander disease	MedGen	303
271	6954	DISEASE	alk-positive advanced non-small cell lung cancer	alk-positive advanced non-small cell lung cancer	non-small cell lung carcinoma	modified_disease	33
272	6955	DISEASE	alk-positive anaplastic large t-cell lymphoma	alk-positive anaplastic large t-cell lymphoma	ALK-positive anaplastic large cell lymphoma	modified_disease	47
273	6956	DISEASE	alk-positive metastatic non-small cell lung cancer	alk-positive metastatic non-small cell lung cancer	non-small cell lung carcinoma	modified_disease	33
274	3441	DISEASE	alkalinisation of the urine	alkalinisation of the urine	Urine	standard	18
275	3442	DISEASE	alkalosis	alkalosis	Alkalosis	standard	13
276	3443	DISEASE	alkaptonuria	alkaptonuria	Alkaptonuria	standard	43
277	3444	DISEASE	allergic bronchopulmonary aspergillosis	allergic bronchopulmonary aspergillosis	Aspergillosis, Allergic Bronchopulmonary	standard	31
278	3445	DISEASE	allergic condition	allergic condition	Allergic condition	standard	14
279	3446	DISEASE	allergic conjunctivitis	allergic conjunctivitis	Conjunctivitis, Allergic	standard	7
280	3447	DISEASE	allergic contact dermatitis	allergic contact dermatitis	Dermatitis, Allergic Contact	standard	33
281	9509	DISEASE	allergic fungal rhinosinusitis	allergic fungal rhinosinusitis	Allergic Fungal Rhinosinusitis	curated_standard_definition	28
282	3448	DISEASE	allergic otitis externa	allergic otitis externa	otitis externa	standard	34
283	3449	DISEASE	allergic rhinitis	allergic rhinitis	Rhinitis, Allergic	standard	9
284	6957	DISEASE	allergic rhinitis, susceptibility to	allergic rhinitis, susceptibility to	allergic rhinitis, susceptibility to	modified_disease	26
285	3450	DISEASE	allergic states	allergic states	allergic asthma	standard	12
286	3451	DISEASE	allergies	allergies	Hypersensitivity	standard	18
287	3452	DISEASE	allergy	allergy	Hypersensitivity	standard	18
288	3453	DISEASE	alopecia areata	alopecia areata	Alopecia Areata	standard	11
289	8507	DISEASE	alopecia universalis congenita	alopecia universalis congenita	Alopecia universalis congenita	MedGen	50
290	7720	DISEASE	alopecia, androgenetic, 1	alopecia, androgenetic, 1	alopecia	MONDO	39
291	7715	DISEASE	alopecia-epilepsy-pyorrhea-intellectual disability syndrome	alopecia-epilepsy-pyorrhea-intellectual disability syndrome	alopecia-epilepsy-pyorrhea-intellectual disability syndrome	MONDO	55
292	8943	DISEASE	alopecia-intellectual disability syndrome 1	alopecia-intellectual disability syndrome 1	alopecia-intellectual disability syndrome 1	MONDO	15
293	3454	DISEASE	alpha 1-antitrypsin deficiency	alpha 1-antitrypsin deficiency	alpha 1-Antitrypsin Deficiency	standard	16
294	3455	DISEASE	alpha hemolytic streptococcal infection	alpha hemolytic streptococcal infection	streptococcal infection	standard	34
295	9176	DISEASE	alpha thalassemia spectrum	alpha thalassemia spectrum	alpha thalassemia spectrum	MONDO	23
296	9552	DISEASE	alpha- or beta-thalassemia anemia	alpha- or beta-thalassemia anemia	alpha- or beta-thalassemia anemia	MONDO;Disease Ontology;MeSH	45
297	3456	DISEASE	alpha-mannosidosis	alpha-mannosidosis	alpha-Mannosidosis	standard	48
298	9510	DISEASE	alpha-or beta-thalassemia anemia	alpha-or beta-thalassemia anemia	alpha-or beta-thalassemia anemia	name_only	10
299	9088	DISEASE	alpha-thalassemia-myelodysplastic syndrome	alpha-thalassemia-myelodysplastic syndrome	alpha-thalassemia-myelodysplastic syndrome	MONDO	28
300	8508	DISEASE	Alstrom syndrome	alstrom syndrome	Alstrom syndrome	MedGen	242
301	7876	DISEASE	alveolar rhabdomyosarcoma	alveolar rhabdomyosarcoma	alveolar rhabdomyosarcoma	MONDO	34
302	3457	DISEASE	alveolar soft part sarcoma	alveolar soft part sarcoma	Sarcoma, Alveolar Soft Part	standard	89
303	6388	DISEASE	alveolar soft part sarcoma (asps)	alveolar soft part sarcoma (asps)	alveolar soft part sarcoma	alias_disease	25
304	3458	DISEASE	alzheimer disease	alzheimer disease	Alzheimer Disease	standard	71
305	9498	DISEASE	Alzheimer disease 18	alzheimer disease 18	Alzheimer disease 18	MONDO	17
306	9503	DISEASE	Alzheimer disease 19	alzheimer disease 19	Alzheimer disease 19	MONDO	17
307	7970	DISEASE	Alzheimer disease 2	alzheimer disease 2	Alzheimer disease 2	MONDO	15
308	8038	DISEASE	Alzheimer disease 3	alzheimer disease 3	Alzheimer disease 3	MONDO	21
309	8031	DISEASE	Alzheimer disease 4	alzheimer disease 4	Alzheimer disease 4	MONDO	21
310	8018	DISEASE	Alzheimer disease 5	alzheimer disease 5	Alzheimer disease 5	MONDO	14
311	8025	DISEASE	Alzheimer disease 6	alzheimer disease 6	Alzheimer disease 6	MONDO	15
312	8045	DISEASE	Alzheimer disease 9	alzheimer disease 9	Alzheimer disease 9	MONDO	14
313	7716	DISEASE	Alzheimer disease type 1	alzheimer disease type 1	Alzheimer disease	MONDO	31
314	7915	DISEASE	Alzheimer disease, familial early-onset, with coexisting amyloid and prion pathology	alzheimer disease, familial early-onset, with coexisting amyloid and prion pathology	Alzheimer disease	MONDO	31
315	3459	DISEASE	alzheimer's disease	alzheimer's disease	Alzheimer Disease	standard	71
316	3460	DISEASE	amanita muscaria poisoning	amanita muscaria poisoning	poisoning / intoxication	corrected_overlay	9
317	3461	DISEASE	amanita pantherina poisoning	amanita pantherina poisoning	poisoning / intoxication	corrected_overlay	9
318	3462	DISEASE	amebiasis	amebiasis	Amebiasis	standard	27
319	3463	DISEASE	amebic colitis	amebic colitis	Dysentery, Amebic	standard	25
320	3464	DISEASE	amebic liver abscess	amebic liver abscess	Liver Abscess, Amebic	standard	25
321	3465	DISEASE	amegakaryocytic thrombocytopenia	amegakaryocytic thrombocytopenia	Acquired amegakaryocytic thrombocytopenia	standard	10
322	3466	DISEASE	amenorrhea	amenorrhea	Amenorrhea	standard	3
323	9211	DISEASE	Amish lethal microcephaly	amish lethal microcephaly	Amish lethal microcephaly	MONDO	19
324	3467	DISEASE	amitriptyline overdose	amitriptyline overdose	Amitriptyline	standard	60
325	3468	DISEASE	amyloidosis	amyloidosis	Amyloidosis	standard	52
326	6958	DISEASE	amyloidosis, hereditary systemic 1	amyloidosis, hereditary systemic 1	Amyloidosis, hereditary systemic 1	modified_disease	40
327	6959	DISEASE	amyloidosis, hereditary systemic 3	amyloidosis, hereditary systemic 3	Amyloid Neuropathies, Familial	modified_disease	24
328	3469	DISEASE	amyotrophic lateral sclerosis	amyotrophic lateral sclerosis	Amyotrophic Lateral Sclerosis	standard	88
329	6389	DISEASE	amyotrophic lateral sclerosis (als)	amyotrophic lateral sclerosis (als)	amyotrophic lateral sclerosis	corrected_overlay	18
330	8434	DISEASE	amyotrophic lateral sclerosis type 1	amyotrophic lateral sclerosis type 1	Amyotrophic lateral sclerosis type 1	MedGen	606
331	9365	DISEASE	amyotrophic lateral sclerosis type 12	amyotrophic lateral sclerosis type 12	amyotrophic lateral sclerosis type 12	MONDO	18
332	9163	DISEASE	amyotrophic lateral sclerosis type 4	amyotrophic lateral sclerosis type 4	amyotrophic lateral sclerosis type 4	MONDO	18
333	9159	DISEASE	amyotrophic lateral sclerosis type 5	amyotrophic lateral sclerosis type 5	amyotrophic lateral sclerosis type 5	MONDO	18
334	9225	DISEASE	amyotrophic lateral sclerosis type 6	amyotrophic lateral sclerosis type 6	amyotrophic lateral sclerosis type 6	MONDO	18
335	9233	DISEASE	amyotrophic lateral sclerosis type 8	amyotrophic lateral sclerosis type 8	amyotrophic lateral sclerosis type 8	MONDO	18
336	9310	DISEASE	amyotrophic lateral sclerosis type 9	amyotrophic lateral sclerosis type 9	amyotrophic lateral sclerosis type 9	MONDO	18
337	8894	DISEASE	amyotrophic neuralgia	amyotrophic neuralgia	amyotrophic neuralgia	MONDO	31
338	3470	DISEASE	anaemia	anaemia	anemia	standard	9
339	6960	DISEASE	anaemia associated with chronic kidney disease	anaemia associated with chronic kidney disease	Renal Insufficiency, Chronic	modified_disease	27
340	3471	DISEASE	anaerobic bacteria infectious disease	anaerobic bacteria infectious disease	Anaerobic bacterial infection	MedGen; SNOMED CT; MONDO	41
341	3472	DISEASE	anaerobic bacterial infections	anaerobic bacterial infections	anaerobic bacterial infection	corrected_overlay	12
342	3473	DISEASE	anaerobic pneumonia	anaerobic pneumonia	anaerobic pneumonia	standard	6
343	3474	DISEASE	anal candidiasis	anal candidiasis	anal candidiasis	corrected_overlay	22
344	3475	DISEASE	anal carcinoma	anal carcinoma	anal carcinoma	standard	10
345	3476	DISEASE	anal fissure	anal fissure	Fissure in Ano	standard	32
346	3477	DISEASE	anal intraepithelial neoplasia (ain iii)	anal intraepithelial neoplasia (ain iii)	Anal Intraepithelial Neoplasia	standard	22
347	3478	DISEASE	anaphylaxis	anaphylaxis	Anaphylaxis	standard	27
348	3479	DISEASE	anaphylaxis to neuromuscular blocking agents	anaphylaxis to neuromuscular blocking agents	anaphylaxis	standard	44
349	3480	DISEASE	anaplastic astrocytoma	anaplastic astrocytoma	Astrocytoma	standard	93
350	3481	DISEASE	anaplastic large cell lymphoma	anaplastic large cell lymphoma	Lymphoma, Large-Cell, Anaplastic	standard	37
351	3482	DISEASE	anaplastic large t-cell lymphoma	anaplastic large t-cell lymphoma	Lymphoma, Primary Cutaneous Anaplastic Large Cell	standard	24
352	3483	DISEASE	anastomotic leak	anastomotic leak	Anastomotic Leak	standard	39
353	3484	DISEASE	anastomotic ulcer	anastomotic ulcer	gastric ulcer	standard	22
354	3485	DISEASE	ancylostomiasis	ancylostomiasis	Ancylostomiasis	standard	19
355	3486	DISEASE	androgen excess	androgen excess	Androgen Excess	standard	15
356	9080	DISEASE	androgen insensitivity syndrome	androgen insensitivity syndrome	androgen insensitivity syndrome	MONDO	52
357	3487	DISEASE	androgenic alopecia	androgenic alopecia	Alopecia	standard	10
358	3488	DISEASE	anemia	anemia	Anemia	standard	14
359	6961	DISEASE	anemia due to chronic disorder	anemia due to chronic disorder	anemia due to chronic disorder	modified_disease	21
360	6962	DISEASE	anemia due to chronic kidney disease stage 1	anemia due to chronic kidney disease stage 1	Renal Insufficiency, Chronic	modified_disease	29
361	3489	DISEASE	anemia of pregnancy	anemia of pregnancy	Pregnancy Anemia	corrected_overlay	8
362	3490	DISEASE	anemia of renal insufficiency	anemia of renal insufficiency	pancreatic insufficiency-anemia-hyperostosis syndrome	standard	31
363	3491	DISEASE	anemia, hemolytic, acquired	anemia, hemolytic, acquired	Anemia, Hemolytic	standard	21
364	3492	DISEASE	anemia, sickle cell	anemia, sickle cell	Anemia, Sickle Cell	standard	26
365	8511	DISEASE	anencephaly 1	anencephaly 1	Anencephaly 1	MedGen	52
366	3493	DISEASE	aneurysm	aneurysm	Aneurysm	standard	43
367	9391	DISEASE	aneurysm-osteoarthritis syndrome	aneurysm-osteoarthritis syndrome	aneurysm-osteoarthritis syndrome	MONDO	13
368	8827	DISEASE	Angelman syndrome	angelman syndrome	Angelman syndrome	MONDO	13
369	3494	DISEASE	angina pectoris	angina pectoris	Angina Pectoris	standard	42
370	3495	DISEASE	angina unstable	angina unstable	Angina, Unstable	standard	10
371	3496	DISEASE	angioedema	angioedema	Angioedema	standard	22
372	3497	DISEASE	angiofibromas	angiofibromas	Angiofibroma	standard	21
373	3498	DISEASE	angioimmunoblastic t-cell lymphoma	angioimmunoblastic t-cell lymphoma	angioimmunoblastic T-cell lymphoma	standard	25
374	3499	DISEASE	angiomyolipoma	angiomyolipoma	Angiomyolipoma	standard	29
375	3500	DISEASE	angiosarcoma	angiosarcoma	Hemangiosarcoma	standard	26
376	3501	DISEASE	angle-closure glaucoma	angle-closure glaucoma	Glaucoma, Angle-Closure	standard	29
377	3502	DISEASE	anhaptoglobinemia	anhaptoglobinemia	Anhaptoglobinemia	standard	73
378	3503	DISEASE	ankylosing spondylitis	ankylosing spondylitis	Spondylitis, Ankylosing	standard	40
379	3504	DISEASE	anogenital pruritus	anogenital pruritus	Pruritus	corrected_overlay	15
380	3505	DISEASE	anoperineal fistula	anoperineal fistula	Anoperineal fistula	standard	14
381	3506	DISEASE	anorchia	anorchia	Anorchia	standard	103
382	3507	DISEASE	anorexia	anorexia	Anorexia	standard	27
383	3508	DISEASE	anorexia in aids	anorexia in aids	AIDS	standard	96
384	8610	DISEASE	anorexia nervosa, susceptibility to, 1	anorexia nervosa, susceptibility to, 1	anorexia nervosa, susceptibility to, 1	MONDO	16
385	3509	DISEASE	anovulation	anovulation	Anovulation	standard	25
386	3510	DISEASE	anterior uveitis	anterior uveitis	Uveitis, Anterior	standard	44
387	3511	DISEASE	anterolateral myocardial infarction	anterolateral myocardial infarction	Anterior Wall Myocardial Infarction	standard	39
388	3512	DISEASE	anthrax	anthrax	Anthrax	standard	47
389	3513	DISEASE	anthrax disease	anthrax disease	anthrax disease	standard	60
390	3514	DISEASE	anti-neutrophil cytoplasmic antibody-associated vasculitis	anti-neutrophil cytoplasmic antibody-associated vasculitis	Anti-Neutrophil Cytoplasmic Antibody-Associated Vasculitis	standard	32
391	3515	DISEASE	anticholinergic syndrome	anticholinergic syndrome	Anticholinergic Syndrome	standard	39
392	3516	DISEASE	antiemetic overdose	antiemetic overdose	Antiemetic Overdose	SNOMED CT; MeSH	40
393	3517	DISEASE	antimony poisoning syndrome	antimony poisoning syndrome	poisoning / intoxication	corrected_overlay	8
394	3518	DISEASE	anuria	anuria	Anuria	standard	29
395	3519	DISEASE	anxiety	anxiety	Anxiety	standard	16
396	3520	DISEASE	anxiety disorder	anxiety disorder	Anxiety Disorders	standard	4
397	6963	DISEASE	anxiety disorder due to a general medical condition	anxiety disorder due to a general medical condition	Anxiety Disorder Due to a General Medical Condition	modified_disease	35
398	3521	DISEASE	anxiety disorders	anxiety disorders	Anxiety Disorders	standard	4
399	3522	DISEASE	anxiety state	anxiety state	anxiety disorder	standard	12
400	3523	DISEASE	aorta coarctation	aorta coarctation	Aortic Coarctation	standard	45
401	8860	DISEASE	aortic aneurysm, familial thoracic 4	aortic aneurysm, familial thoracic 4	aortic aneurysm, familial thoracic 4	MONDO	22
402	3524	DISEASE	aortic arch interruption	aortic arch interruption	aortic arch interruption	standard	51
403	7719	DISEASE	aortic arch interruption, facial palsy, and retinal coloboma	aortic arch interruption, facial palsy, and retinal coloboma	aortic arch interruption	MONDO	51
404	8831	DISEASE	aortic valve disease 1	aortic valve disease 1	aortic valve disease 1	MONDO	18
405	9456	DISEASE	aortic valve disease 2	aortic valve disease 2	aortic valve disease 2	MONDO	18
406	3525	DISEASE	aortoiliac occlusive disease	aortoiliac occlusive disease	hepatic veno-occlusive disease	standard	26
407	8821	DISEASE	Apert syndrome	apert syndrome	Apert syndrome	MONDO	28
408	3526	DISEASE	aphthous ulcers	aphthous ulcers	Stomatitis, Aphthous	standard	51
409	3527	DISEASE	aplasia cutis congenita-intestinal lymphangiectasia syndrome	aplasia cutis congenita-intestinal lymphangiectasia syndrome	aplasia cutis congenita-intestinal lymphangiectasia syndrome	standard	60
410	3528	DISEASE	aplastic anemia	aplastic anemia	Anemia, Aplastic	standard	18
411	3529	DISEASE	apnea	apnea	Apnea	standard	6
412	3530	DISEASE	apnea of prematurity	apnea of prematurity	apnea of prematurity	standard	43
413	9414	DISEASE	apolipoprotein c-III deficiency	apolipoprotein c-iii deficiency	apolipoprotein c-III deficiency	MONDO	14
414	3531	DISEASE	appendicitis	appendicitis	Appendicitis	standard	14
